date,floor,bedroom,bathroom,square,district,investor,price
28/09/2020,1,3,NULL,95.0,Thanh Trì,Eco Green City,2700.0
28/09/2020,3,3,2,116.6,Hai Bà Trưng,Park 12 Park Hill - Times City,5150.0
28/09/2020,0,2,NULL,63.0,Tây Hồ,Sunshine Riverside,2600.0
28/09/2020,0,2,2,76.0,Nam Từ Liêm,Vinhomes Gardenia,3100.0
28/09/2020,3,2,1,50.0,Hà Đông,PCC1 Complex,860.0
28/09/2020,4,NULL,NULL,58.4,Tây Hồ,Sunshine Riverside,2200.0
28/09/2020,4,3,2,90.0,Thanh Xuân,Thống Nhất Complex,2950.0
28/09/2020,0,4,2,135.0,Thanh Xuân,Golden Land,4800.0
28/09/2020,0,2,2,76.0,Hoàng Mai,The Two Residence - Gamuda Garden,2150.0
28/09/2020,3,3,2,86.0,Thanh Xuân,Five Star Kim Giang,2752.0
28/09/2020,0,2,2,80.36,Cầu Giấy,Chung cư C22 Bộ Công an,NULL
17/08/2020,3,2,2,58.0,Long Biên,Hà Nội Homeland,1400.0
07/09/2020,3,2,2,90.0,Cầu Giấy,Chung cư The Nine,3980.0
28/09/2020,4,3,NULL,103.0,Nam Từ Liêm,Roman Plaza,3090.0
28/09/2020,3,2,2,74.7,Bắc Từ Liêm,An Bình City,2100.0
28/09/2020,1,3,2,104.0,Đống Đa,D’. Le Pont D’or - Hoàng Cầu,6200.0
28/09/2020,1,3,2,97.0,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),2480.0
28/09/2020,3,3,2,88.0,Thanh Xuân,Five Star Kim Giang,2750.0
28/09/2020,2,3,2,86.0,Bắc Từ Liêm,An Bình City,3250.0
28/09/2020,1,2,2,59.0,Thanh Xuân,Chung cư PCC1 Triều Khúc,1900.0
28/09/2020,1,3,3,160.0,Nam Từ Liêm,Florence Mỹ Đình,4600.0
28/09/2020,4,3,NULL,126.0,Hai Bà Trưng,Sun Grand City Ancora Residence,8500.0
28/09/2020,1,3,2,146.0,Cầu Giấy,Tòa nhà Vinaconex 1,3190.0
28/09/2020,2,3,NULL,125.5,Cầu Giấy,Bamboo Airways Tower,4643.5
28/09/2020,2,2,2,72.0,Hoàng Mai,HH3 Linh Đàm,1180.0
28/09/2020,1,3,2,84.7,Nam Từ Liêm,Startup Tower,NULL
28/09/2020,4,NULL,NULL,63.6,Long Biên,Khu đô thị Việt Hưng,1822.0
28/09/2020,0,2,NULL,150.0,Nam Từ Liêm,Dolphin Plaza,4350.0
28/09/2020,1,3,2,104.0,Thanh Xuân,Royal City,NULL
28/09/2020,1,2,2,76.0,Hoàng Mai,Nam Đô Complex 609 Trương Định,1976.0
28/09/2020,3,3,NULL,121.0,Thanh Xuân,Royal City,5200.0
28/09/2020,1,2,2,83.0,Hai Bà Trưng,Times City,3050.0
28/09/2020,0,2,2,69.0,Hoàng Mai,Eco Lake View,1800.0
28/09/2020,1,3,2,108.0,Nam Từ Liêm,Sunshine Center,4000.0
28/09/2020,4,3,NULL,98.0,Tây Hồ,Sunshine Riverside,4000.0
28/09/2020,4,1,1,55.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,2400.0
28/09/2020,0,2,2,101.0,Nam Từ Liêm,Sun Square,4890.0
28/09/2020,2,2,1,68.0,Hà Đông,Khu đô thị Văn Khê,1200.0
28/09/2020,3,3,NULL,96.0,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),NULL
28/09/2020,0,2,NULL,85.67,Tây Hồ,Udic Westlake,3100.0
28/09/2020,1,3,2,110.0,Nam Từ Liêm,Golden Field Mỹ Đình,2900.0
28/09/2020,4,3,2,118.0,Đống Đa,Vinhomes Nguyễn Chí Thanh,7800.0
28/09/2020,4,3,2,98.4,Cầu Giấy,Golden Park Tower,NULL
28/09/2020,4,3,2,96.0,Nam Từ Liêm,Chung cư CT5-CT6 Lê Đức Thọ,2928.0
28/09/2020,3,2,2,100.0,Hai Bà Trưng,Imperia Sky Garden,2300.0
28/09/2020,4,3,2,79.0,Hà Đông,Anland 2,2180.0
28/09/2020,1,2,2,68.6,Nam Từ Liêm,The Garden,2150.0
28/09/2020,2,3,NULL,107.0,Nam Từ Liêm,Vinhomes West Point,3700.0
28/09/2020,1,3,2,130.0,Hà Đông,Khu nhà ở Bộ tư lệnh Thủ đô Hà Nội,1500.0
28/09/2020,2,2,2,62.0,Hà Đông,Xuân Mai Complex,1260.0
28/09/2020,2,3,3,167.0,Đống Đa,Vinhomes Nguyễn Chí Thanh,10000.0
28/09/2020,2,3,2,102.8,Hà Đông,The Pride,1850.0
28/09/2020,4,2,1,60.5,Cầu Giấy,A10-A14 Nam Trung Yên,1815.0
28/09/2020,1,2,2,83.8,Hà Đông,Chung cư Nam Xa La,1350.0
28/09/2020,0,2,2,67.0,Hoàng Mai,HH4 Linh Đàm,NULL
28/09/2020,0,1,1,45.0,Hoàng Mai,HH2 Linh Đàm,NULL
28/09/2020,2,1,1,51.0,Nam Từ Liêm,Vinhomes Gardenia,2100.0
28/09/2020,0,2,2,80.0,Hai Bà Trưng,Times City,3100.0
28/09/2020,2,2,2,70.0,Hoàng Mai,HH1 Linh Đàm,NULL
28/09/2020,2,2,2,88.0,Tây Hồ,Ecolife Tây Hồ,NULL
28/09/2020,3,3,2,160.0,Bắc Từ Liêm,Goldmark City,4600.0
28/09/2020,3,3,2,112.0,Bắc Từ Liêm,An Bình City,4150.0
28/09/2020,2,3,2,105.0,Thanh Trì,Hồng Hà Eco City,1785.0
28/09/2020,0,3,2,105.0,Hai Bà Trưng,Hinode City,5600.0
28/09/2020,0,2,2,68.0,Hoàng Mai,Mandarin Garden 2,2600.0
28/09/2020,0,2,NULL,87.0,Tây Hồ,6th Element,3800.0
28/09/2020,3,3,NULL,103.0,Bắc Từ Liêm,N03-T3&T4 Ngoại Giao Đoàn,3296.0
28/09/2020,3,3,3,160.0,Nam Từ Liêm,Dolphin Plaza,4640.0
28/09/2020,4,2,1,94.04,Long Biên,Le Grand Jardin Sài Đồng,2070.0
24/08/2020,4,2,2,90.0,Thanh Xuân,Khu đô thị 54 Hạ Đình,1750.0
28/09/2020,3,NULL,NULL,130.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,8000.0
28/09/2020,2,3,NULL,123.0,Thanh Xuân,Chung cư Ban cơ yếu Chính phủ,3444.0
28/09/2020,4,2,1,62.0,Cầu Giấy,Vimeco I - Phạm Hùng,1900.0
28/09/2020,1,NULL,NULL,36.0,Nam Từ Liêm,Ecolife Capitol,1200.0
28/09/2020,3,2,2,80.0,Hai Bà Trưng,Sun Grand City Ancora Residence,4600.0
28/09/2020,4,2,2,60.0,Hoàng Mai,Eco Lake View,1300.0
28/09/2020,4,3,2,95.0,Bắc Từ Liêm,Goldmark City,2850.0
28/09/2020,2,1,1,36.0,Nam Từ Liêm,Vinhomes West Point,1520.0
28/09/2020,4,3,NULL,118.0,Cầu Giấy,Khu đô thị mới Dịch Vọng,3300.0
28/09/2020,3,3,2,110.0,Thanh Xuân,GoldSeason,3300.0
28/09/2020,3,3,2,81.5,Thanh Xuân,Chung cư PCC1 Triều Khúc,2480.0
28/09/2020,2,3,3,98.0,Bắc Từ Liêm,Sunshine City,3600.0
28/09/2020,0,2,2,72.0,Thanh Xuân,Rivera Park Hà Nội,2800.0
28/09/2020,4,2,2,86.0,Long Biên,Khu đô thị Sài Đồng,2193.0
28/09/2020,0,2,2,60.0,Hoàng Mai,Eco Lake View,1400.0
28/09/2020,4,2,NULL,82.0,Tây Hồ,6th Element,4500.0
28/09/2020,0,2,1,54.0,Hà Đông,Anland Nam Cường,1600.0
28/09/2020,2,2,2,78.71,Bắc Từ Liêm,Goldmark City,2350.0
28/09/2020,2,3,NULL,140.0,Bắc Từ Liêm,Goldmark City,4500.0
28/09/2020,0,3,2,81.88,Bắc Từ Liêm,An Bình City,2980.0
28/09/2020,0,2,2,67.0,Hoàng Mai,B1-B2 Tây Nam Linh Đàm,NULL
28/09/2020,3,2,2,84.7,Bắc Từ Liêm,The Link 345-CT1,3300.0
28/09/2020,3,2,2,54.8,Hoàng Mai,Green Park Trần Thủ Độ,1450.0
28/09/2020,0,2,2,74.7,Tây Hồ,Tây Hồ Residence,3550.0
28/09/2020,2,2,2,87.0,Tây Hồ,Chung cư Oriental Westlake,3500.0
28/09/2020,1,2,2,83.0,Tây Hồ,6th Element,3400.0
28/09/2020,0,3,2,116.7,Hai Bà Trưng,HDI Tower,9900.0
28/09/2020,4,4,3,131.2,Nam Từ Liêm,Sunshine Center,4790.0
28/09/2020,4,2,1,54.0,Cầu Giấy,Mipec Rubik 360,2400.0
28/09/2020,2,2,2,72.0,Bắc Từ Liêm,The Link 345-CT1,3200.0
28/09/2020,0,NULL,NULL,NULL,Thanh Trì,Tecco Garden,NULL
28/09/2020,3,2,NULL,60.0,Cầu Giấy,Khu đô thị Nam Trung Yên,1700.0
28/09/2020,0,2,NULL,74.0,Thanh Xuân,Imperia Garden,2300.0
28/09/2020,4,2,NULL,NULL,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1694.0
28/09/2020,0,3,2,86.0,Long Biên,TSG Lotus Sài Đồng,2193.0
28/09/2020,2,3,2,132.0,Bắc Từ Liêm,N04B Ngoại Giao Đoàn,4224.0
28/09/2020,3,4,2,142.5,Tây Hồ,Sunshine Golden River,6900.0
28/09/2020,2,3,2,124.0,Thanh Xuân,Chung cư Ban cơ yếu Chính phủ,3348.0
28/09/2020,1,2,2,74.0,Hà Đông,Anland Nam Cường,1930.0
28/09/2020,1,3,2,107.0,Nam Từ Liêm,The Zei Mỹ Đình,3800.0
28/09/2020,2,3,NULL,85.0,Hà Đông,Xuân Mai Sparks Tower,1500.0
28/09/2020,4,3,NULL,105.0,Hà Đông,Seasons Avenue,3150.0
28/09/2020,2,1,1,46.0,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1200.0
28/09/2020,2,3,NULL,111.0,Tây Hồ,D’. Le Roi Soleil - Quảng An,6500.0
28/09/2020,3,3,NULL,132.9,Nam Từ Liêm,Iris Garden,NULL
28/09/2020,2,3,2,104.0,Tây Hồ,D’. Le Roi Soleil - Quảng An,10000.0
08/09/2020,3,2,2,83.0,Tây Hồ,6th Element,4000.0
28/09/2020,0,1,NULL,60.0,Tây Hồ,6th Element,2400.0
28/09/2020,2,NULL,NULL,122.0,Bắc Từ Liêm,N01-T4 Ngoại Giao Đoàn,5246.0
28/09/2020,4,2,2,71.0,Long Biên,TSG Lotus Sài Đồng,1988.0
28/09/2020,0,2,NULL,83.0,Tây Hồ,6th Element,3600.0
28/09/2020,1,3,2,146.0,Tây Hồ,D’. Le Roi Soleil - Quảng An,9400.0
28/09/2020,2,2,2,80.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,3400.0
28/09/2020,2,3,2,94.0,Long Biên,Hà Nội Homeland,2021.0
28/09/2020,4,1,1,55.87,Ba Đình,Vinhomes Metropolis - Liễu Giai,4100.0
28/09/2020,1,NULL,NULL,92.0,Thanh Xuân,Khu nhà ở 90 Nguyễn Tuân,NULL
28/09/2020,2,3,NULL,110.0,Hai Bà Trưng,Times City,3900.0
28/09/2020,1,2,NULL,69.0,Thanh Xuân,Five Star Kim Giang,2100.0
28/09/2020,3,2,2,58.7,Bắc Từ Liêm,Ecohome 3,1150.0
28/09/2020,3,2,2,77.6,Nam Từ Liêm,Roman Plaza,2300.0
28/09/2020,3,2,2,85.67,Tây Hồ,Udic Westlake,NULL
28/09/2020,3,4,3,187.6,Bắc Từ Liêm,Kosmo Tây Hồ,7900.0
28/09/2020,2,3,2,88.3,Hai Bà Trưng,Chung cư 122 Vĩnh Tuy,NULL
28/09/2020,3,2,2,87.0,Hoài Đức,Tân Việt Tower,826.5
28/09/2020,1,2,2,56.0,Hoàng Mai,HH1 Linh Đàm,1030.0
28/09/2020,3,2,2,85.67,Tây Hồ,Udic Westlake,3040.0
28/09/2020,2,2,1,50.0,Hoài Đức,THT New City,710.0
28/09/2020,3,3,2,90.0,Hà Đông,Anland Nam Cường,2650.0
28/09/2020,0,3,2,103.0,Ba Đình,The Golden Armor,6500.0
28/09/2020,0,2,2,84.0,Nam Từ Liêm,The Zei Mỹ Đình,3528.0
28/09/2020,4,2,2,82.0,Hai Bà Trưng,Times City,3400.0
28/09/2020,1,3,2,116.0,Nam Từ Liêm,Vinhomes Gardenia,4200.0
28/09/2020,1,3,2,131.5,Thanh Xuân,Royal City,5600.0
28/09/2020,1,2,2,98.0,Cầu Giấy,Chelsea Park,2842.0
28/09/2020,4,3,2,127.0,Đống Đa,Vinhomes Nguyễn Chí Thanh,NULL
28/09/2020,3,2,2,61.0,Hà Đông,BID Residence,1400.0
28/09/2020,2,2,2,80.0,Nam Từ Liêm,Vinhomes Gardenia,2900.0
28/09/2020,1,3,2,131.0,Thanh Xuân,Royal City,5500.0
28/09/2020,3,2,NULL,87.0,Nam Từ Liêm,Thang Long Number One,NULL
28/09/2020,2,3,2,119.0,Nam Từ Liêm,Vinhomes Gardenia,4593.400000000001
28/09/2020,1,NULL,NULL,78.0,Long Biên,Berriver Long Biên,NULL
28/09/2020,1,2,2,60.0,Thanh Xuân,Chung cư PCC1 Triều Khúc,1900.0
28/09/2020,4,2,2,105.0,Thanh Xuân,Royal City,3801.0000000000005
28/09/2020,2,3,2,133.7,Bắc Từ Liêm,Nhà ở cho cán bộ chiến sỹ Bộ Công an,3500.0
28/09/2020,2,2,2,100.0,Thanh Xuân,Royal City,3800.0
28/09/2020,1,3,2,91.0,Bắc Từ Liêm,An Bình City,3100.0
28/09/2020,2,2,2,70.17,Bắc Từ Liêm,CT2B Nghĩa Đô,2660.0
28/09/2020,1,3,NULL,76.0,Long Biên,Hope Residence,1400.0
28/09/2020,0,2,NULL,88.0,Tây Hồ,D’. Le Roi Soleil - Quảng An,5400.0
28/09/2020,3,2,2,90.0,Hai Bà Trưng,Times City,2980.0
28/09/2020,2,1,NULL,47.0,Hai Bà Trưng,Sunshine Garden,1339.5
28/09/2020,1,2,2,95.0,Hai Bà Trưng,HDI Tower,7900.0
28/09/2020,3,3,2,110.0,Hai Bà Trưng,Times City,4200.0
28/09/2020,0,2,2,55.0,Thanh Xuân,Chung cư PCC1 Triều Khúc,1870.0
28/09/2020,4,3,2,109.0,Tây Hồ,6th Element,4900.0
28/09/2020,3,3,2,105.0,Bắc Từ Liêm,N04B Ngoại Giao Đoàn,3307.5
28/09/2020,4,2,2,74.7,Tây Hồ,Tây Hồ Residence,3500.0
28/09/2020,4,1,1,42.9,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1300.0
28/09/2020,1,2,2,77.0,Thanh Xuân,Chung cư PCC1 Triều Khúc,2300.0
27/07/2020,0,2,2,75.0,Bắc Từ Liêm,Thành phố Giao Lưu,1475.0
28/09/2020,0,3,NULL,130.0,Cầu Giấy,Hà Nội Paragon,4420.0
14/09/2020,0,3,2,91.5,Thanh Xuân,Stellar Garden,3100.0
28/09/2020,3,3,2,99.0,Tây Hồ,Sunshine Riverside,4000.0
28/09/2020,2,2,2,85.0,Thanh Xuân,Bohemia Residence,2800.0
28/09/2020,1,3,NULL,111.0,Hà Đông,Khu đô thị mới Dương Nội,1310.0
28/09/2020,4,2,2,91.0,Hai Bà Trưng,HDI Tower,8000.0
28/09/2020,4,2,2,81.0,Hà Đông,Anland Lake View,1900.0
28/09/2020,0,3,NULL,78.0,Hà Đông,FLC Star Tower,1480.0
28/09/2020,0,NULL,NULL,50.2,Đông Anh,Thăng Long Green City,NULL
28/09/2020,3,2,2,81.0,Hà Đông,The Sparks,1250.0
28/09/2020,0,3,2,87.3,Long Biên,HC Golden City,3400.0
28/09/2020,2,NULL,NULL,95.0,Bắc Từ Liêm,N01-T1 Ngoại Giao Đoàn,2802.5
28/09/2020,2,2,2,105.0,Thanh Xuân,Royal City,4100.0
28/09/2020,0,NULL,NULL,99.6,Thanh Xuân,Hei Tower,2700.0
28/09/2020,0,3,2,111.0,Thanh Xuân,Golden Land,3000.0
28/09/2020,0,2,2,97.0,Đống Đa,Hong Kong Tower,4074.0
28/09/2020,2,2,2,87.5,Tây Hồ,Chung cư Oriental Westlake,3400.0
28/09/2020,2,2,2,65.0,Hoàng Mai,South Building,1500.0
28/09/2020,4,3,2,81.0,Bắc Từ Liêm,An Bình City,3100.0
28/09/2020,2,2,2,77.8,Nam Từ Liêm,Roman Plaza,2450.0
28/09/2020,0,2,2,95.0,Bắc Từ Liêm,N04B Ngoại Giao Đoàn,NULL
28/09/2020,2,3,2,118.0,Bắc Từ Liêm,Kosmo Tây Hồ,4800.0
28/09/2020,4,3,2,115.0,Nam Từ Liêm,Vinhomes Gardenia,NULL
28/09/2020,0,3,2,78.57,Hà Đông,Anland Nam Cường,2150.0
28/09/2020,3,3,2,85.0,Hoàng Mai,Green Park Trần Thủ Độ,2200.0
28/09/2020,2,3,3,124.3,Nam Từ Liêm,Roman Plaza,3200.0
28/09/2020,1,2,2,70.0,Nam Từ Liêm,FLC Complex 36 Phạm Hùng,1900.0
28/09/2020,4,2,NULL,84.0,Tây Hồ,Udic Westlake,NULL
28/09/2020,0,3,2,113.7,Bắc Từ Liêm,N02-T1 Ngoại Giao Đoàn,3700.0
28/09/2020,4,2,2,74.7,Tây Hồ,Tây Hồ Residence,2800.0
28/09/2020,1,3,2,86.0,Bắc Từ Liêm,An Bình City,3250.0
28/09/2020,3,3,2,116.0,Tây Hồ,Udic Westlake,3900.0
28/09/2020,4,2,2,86.0,Tây Hồ,Udic Westlake,3400.0
28/09/2020,3,2,NULL,NULL,Cầu Giấy,A10-A14 Nam Trung Yên,NULL
28/09/2020,2,2,2,95.0,Hai Bà Trưng,HDI Tower,7900.0
28/09/2020,0,3,2,86.0,Thanh Trì,Eco Green City,2800.0
28/09/2020,1,2,2,86.0,Nam Từ Liêm,The Emerald,NULL
28/09/2020,0,2,NULL,65.0,Hoàng Mai,Athena Complex Pháp Vân,1365.0
28/09/2020,0,3,2,121.0,Đống Đa,D’. Le Pont D’or - Hoàng Cầu,5082.0
28/09/2020,1,2,NULL,NULL,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1508.0
28/09/2020,1,2,2,83.0,Đống Đa,Hoàng Cầu Skyline,4400.0
07/09/2020,3,3,2,80.0,Đan Phượng,Khu đô thị mới Tân Tây Đô,1250.0
28/09/2020,4,3,2,139.0,Đống Đa,Hoàng Cầu Skyline,6000.0
31/08/2020,2,2,1,63.4,Cầu Giấy,Khu đô thị Nam Trung Yên,NULL
28/09/2020,1,4,4,182.0,Tây Hồ,Khu đô thị Nam Thăng Long - Ciputra,6000.0
28/09/2020,1,3,NULL,202.0,Nam Từ Liêm,Roman Plaza,4600.0
28/09/2020,3,2,2,80.36,Cầu Giấy,Chung cư C22 Bộ Công an,NULL
28/09/2020,4,2,2,82.6,Cầu Giấy,Golden Park Tower,3386.6
28/09/2020,4,NULL,NULL,89.0,Hà Đông,Anland Lake View,2680.0
28/09/2020,2,3,2,113.3,Thanh Trì,Tecco Garden,NULL
28/09/2020,2,3,NULL,120.0,Hà Đông,HPC Landmark 105,NULL
28/09/2020,2,3,2,106.0,Nam Từ Liêm,Vinhomes Gardenia,3700.0
28/09/2020,1,4,NULL,142.0,Nam Từ Liêm,Golden Palace,4047.0
28/09/2020,3,3,2,100.0,Long Biên,Berriver Long Biên,2000.0
28/09/2020,4,3,2,80.0,Bắc Từ Liêm,Ecohome 3,1760.0
28/09/2020,2,2,2,86.54,Cầu Giấy,Chung cư C22 Bộ Công an,NULL
28/09/2020,1,2,2,80.0,Thanh Xuân,Imperial Plaza,2300.0
28/09/2020,0,4,2,153.0,Tây Hồ,Khu đô thị Nam Thăng Long - Ciputra,4200.0
28/09/2020,1,2,2,61.0,Nam Từ Liêm,Iris Garden,1870.0
28/09/2020,3,2,2,83.0,Bắc Từ Liêm,Goldmark City,2250.0
28/09/2020,0,2,2,61.6,Thanh Xuân,Chung cư PCC1 Triều Khúc,2200.0
28/09/2020,1,2,2,70.0,Thanh Trì,Tecco Tứ Hiệp,NULL
28/09/2020,0,3,2,91.0,Bắc Từ Liêm,An Bình City,3100.0
28/09/2020,0,2,2,68.0,Hà Đông,Khu đô thị mới Xa La,1190.0
28/09/2020,0,2,2,66.0,Hà Đông,Xuân Mai Complex,1100.0
28/09/2020,2,2,2,85.0,Hoàng Mai,Sunshine Palace,2350.0
28/09/2020,4,2,2,62.0,Hà Đông,Khu đô thị mới Xa La,950.0
28/09/2020,0,1,1,40.0,Cầu Giấy,Khu đô thị Nam Trung Yên,1300.0
28/09/2020,4,2,2,64.7,Hà Đông,Khu đô thị mới Xa La,1000.0
28/09/2020,0,4,NULL,134.0,Bắc Từ Liêm,Nhà ở cho cán bộ chiến sỹ Bộ Công an,NULL
28/09/2020,4,1,1,50.0,Hai Bà Trưng,Sunshine Garden,1730.0
28/09/2020,2,2,2,65.68,Hà Đông,Tháp doanh nhân Tower,1450.0
28/09/2020,1,NULL,NULL,82.0,Thanh Trì,Eco Spring,2250.0
28/09/2020,0,2,1,54.2,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1600.0
28/09/2020,0,3,2,113.0,Cầu Giấy,Indochina Plaza Hanoi,5000.0
28/09/2020,2,3,2,103.0,Thanh Xuân,Five Star Kim Giang,3200.0
28/09/2020,4,NULL,NULL,95.5,Cầu Giấy,Chelsea Residences,NULL
28/09/2020,2,2,2,64.02,Chương Mỹ,Lộc Ninh Singashine,600.0
28/09/2020,0,2,2,83.0,Long Biên,TSG Lotus Sài Đồng,2299.0
28/09/2020,3,2,2,70.0,Hoàng Mai,HH3 Linh Đàm,1160.0
28/09/2020,3,2,2,63.5,Đan Phượng,Khu đô thị mới Tân Tây Đô,1150.0
28/09/2020,1,3,2,95.2,Hoàng Mai,Tòa nhà Licogi 12,2250.0
28/09/2020,1,3,NULL,131.0,Cầu Giấy,Khu đô thị Trung Hòa - Nhân Chính,3900.0
28/09/2020,1,3,2,100.0,Bắc Từ Liêm,Sunshine City,3600.0
28/09/2020,3,2,2,63.0,Hoàng Mai,HH3 Linh Đàm,1150.0
28/09/2020,2,3,2,116.0,Bắc Từ Liêm,Goldmark City,3300.0
28/09/2020,1,3,2,119.0,Nam Từ Liêm,Vinhomes Gardenia,4300.0
28/09/2020,3,3,2,103.0,Bắc Từ Liêm,Sunshine City,4200.0
28/09/2020,2,3,NULL,94.0,Cầu Giấy,Vimeco II - Nguyễn Chánh,3200.0
28/09/2020,4,2,NULL,58.0,Tây Hồ,Sunshine Riverside,2200.0
28/09/2020,1,2,2,84.0,Thanh Xuân,Five Star Kim Giang,2700.0
28/09/2020,3,2,NULL,65.0,Đống Đa,Chung cư 187 Tây Sơn,2500.0
28/09/2020,3,3,NULL,128.0,Cầu Giấy,Chelsea Park,4352.0
28/09/2020,2,4,NULL,136.0,Bắc Từ Liêm,N01-T8 Ngoại Giao Đoàn,4556.0
28/09/2020,3,2,NULL,91.0,Hà Đông,Khu đô thị Văn Khê,1400.0
28/09/2020,0,2,2,73.0,Bắc Từ Liêm,Sunshine City,3111.0
28/09/2020,2,3,NULL,120.0,Nam Từ Liêm,Tây Hà Tower,3000.0
28/09/2020,4,3,3,134.0,Nam Từ Liêm,C14 - Bộ Công An,2500.0
28/09/2020,2,2,2,80.0,Nam Từ Liêm,Vinhomes Skylake,NULL
28/09/2020,4,3,2,107.0,Hà Đông,Chung cư Booyoung,2992.0
28/09/2020,1,3,2,95.54,Hà Đông,Chung cư Booyoung,2547.0
28/09/2020,1,3,NULL,144.0,Cầu Giấy,Star Tower (Tòa tháp Ngôi Sao),4500.0
28/09/2020,3,3,2,121.0,Nam Từ Liêm,FLC Green Apartment,2450.0
28/09/2020,1,NULL,NULL,155.0,Đống Đa,Chung cư B4 - B14 Kim Liên,4900.0
28/09/2020,1,4,2,109.0,Long Biên,TSG Lotus Sài Đồng,2900.0
28/09/2020,4,2,2,70.0,Thanh Trì,Chung cư IEC Tứ Hiệp,NULL
28/09/2020,2,4,3,156.0,Nam Từ Liêm,Vinhomes Skylake,8000.0
28/09/2020,4,3,2,168.0,Tây Hồ,Udic Westlake,5880.0
28/09/2020,4,2,NULL,57.0,Cầu Giấy,Khu đô thị Nam Trung Yên,1700.0
28/09/2020,0,3,NULL,73.0,Hà Đông,The Pride,1500.0
28/09/2020,4,3,2,100.0,Thanh Xuân,Five Star Kim Giang,3200.0
28/09/2020,4,NULL,NULL,100.0,Nam Từ Liêm,C37 Bộ Công An - Bắc Hà Tower,2450.0
28/09/2020,0,2,2,66.0,Hà Đông,Khu đô thị mới Xa La,970.0
28/09/2020,3,3,2,132.0,Thanh Xuân,Golden Land,3600.0
28/09/2020,0,2,NULL,88.8,Thanh Xuân,Thanh Xuân Complex,3019.2
28/09/2020,1,3,2,91.0,Nam Từ Liêm,Sun Square,3100.0
28/09/2020,3,2,2,83.0,Bắc Từ Liêm,Goldmark City,2300.0
28/09/2020,0,2,2,67.0,Bắc Từ Liêm,Green Stars,2100.0
28/09/2020,4,3,2,97.0,Nam Từ Liêm,Golden Field Mỹ Đình,2900.0
28/09/2020,3,2,2,77.0,Thanh Xuân,Chung cư PCC1 Triều Khúc,2400.0
28/09/2020,3,2,2,72.0,Hoài Đức,Gemek Premium,1500.0
28/09/2020,1,3,2,100.0,Bắc Từ Liêm,Goldmark City,3050.0
28/09/2020,4,3,2,109.0,Long Biên,Mipec Riverside,3800.0
28/09/2020,1,2,2,73.0,Hà Đông,The Pride,1500.0
28/09/2020,0,3,2,124.0,Long Biên,Berriver Long Biên,NULL
28/09/2020,2,3,2,109.0,Long Biên,Berriver Long Biên,NULL
28/09/2020,1,2,1,55.0,Hà Đông,Khu nhà ở Bộ tư lệnh Thủ đô Hà Nội,840.0
28/09/2020,2,3,2,94.0,Hai Bà Trưng,Sunshine Garden,3120.0
28/09/2020,1,2,1,50.0,Long Biên,Le Grand Jardin Sài Đồng,1500.0
28/09/2020,4,2,NULL,68.0,Hà Đông,Chung cư cao cấp CT5 Văn Khê,1200.0
28/09/2020,3,3,2,89.93,Thanh Xuân,Thống Nhất Complex,2900.0
28/09/2020,0,2,2,80.0,Hoàng Mai,Sunshine Palace,2350.0
28/09/2020,4,3,NULL,136.07,Tây Hồ,Dự án Học Viện Quốc Phòng,3877.995
28/09/2020,3,3,NULL,121.8,Bắc Từ Liêm,Nhà ở cho cán bộ chiến sỹ Bộ Công an,3446.94
28/09/2020,4,NULL,NULL,80.0,Cầu Giấy,Tổ hợp 173 Xuân Thủy,2600.0
28/09/2020,3,2,NULL,68.0,Cầu Giấy,Central Field Trung Kính,2600.0
28/09/2020,1,3,1,94.0,Thanh Xuân,Royal City,4700.0
28/09/2020,0,2,NULL,56.0,Hà Đông,Park View Residence,NULL
28/09/2020,0,2,2,75.0,Bắc Từ Liêm,Goldmark City,2300.0
28/09/2020,0,3,2,128.9,Bắc Từ Liêm,Goldmark City,NULL
28/09/2020,1,3,2,84.0,Nam Từ Liêm,Khu đô thị Mễ Trì Hạ,2000.0
28/09/2020,0,2,2,74.0,Nam Từ Liêm,Golden Field Mỹ Đình,2250.0
28/09/2020,1,3,2,115.0,Long Biên,One 18 Ngọc Lâm,3272.0
28/09/2020,3,2,1,60.0,Đống Đa,Geleximco Building,1830.0
28/09/2020,2,3,2,110.0,Thanh Xuân,GoldSeason,4900.0
28/09/2020,3,3,2,112.0,Thanh Xuân,Spring Home,3136.0
28/09/2020,4,3,2,112.0,Bắc Từ Liêm,An Bình City,3800.0
28/09/2020,1,3,2,112.0,Bắc Từ Liêm,An Bình City,3900.0
28/09/2020,2,1,1,38.0,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1300.0
28/09/2020,3,3,2,112.0,Bắc Từ Liêm,An Bình City,3750.0
