date,floor,bedroom,bathroom,square,district,investor,price
28/09/2020,3,3,NULL,168.0,Cầu Giấy,Mandarin Garden,NULL
28/09/2020,3,2,2,90.0,Đống Đa,Chung cư TĐC Hoàng Cầu,2800.0
28/09/2020,2,2,2,74.0,Bắc Từ Liêm,Green Stars,2150.0
28/09/2020,2,2,2,76.0,Hoài Đức,Gemek Tower,1500.0
28/09/2020,0,2,NULL,76.4,Hoàn Kiếm,T-Place,19000.0
28/09/2020,3,2,2,85.0,Hoàn Kiếm,T-Place,19000.0
28/09/2020,3,2,2,70.5,Gia Lâm,Vinhomes Ocean Park Gia Lâm,2100.0
28/09/2020,2,2,2,74.0,Thanh Xuân,GoldSeason,2600.0
28/09/2020,4,3,2,84.0,Nam Từ Liêm,Khu đô thị Mễ Trì Hạ,2000.0
28/09/2020,0,3,2,104.0,Cầu Giấy,Green Park Tower,3200.0
28/09/2020,3,3,2,92.8,Hoàng Mai,Geleximco Souther Star,2800.0
28/09/2020,2,3,2,123.0,Tây Hồ,Khu đô thị Nam Thăng Long - Ciputra,3400.0
28/09/2020,1,2,NULL,85.0,Nam Từ Liêm,Khu đô thị Mỹ Đình Sông Đà - Sudico,2300.0
28/09/2020,4,2,2,70.7,Long Biên,Vinhomes Symphony Riverside,2700.0
28/09/2020,4,2,2,72.0,Hà Đông,Khu đô thị mới Xa La,1220.0
28/09/2020,0,2,2,104.0,Thanh Xuân,Royal City,4250.0
28/09/2020,2,3,NULL,152.8,Thanh Xuân,Star City Lê Văn Lương,5195.200000000001
28/09/2020,1,3,NULL,110.7,Cầu Giấy,Trung Yên Plaza,3542.4
28/09/2020,2,2,2,79.0,Thanh Xuân,Pandora 53 Triều Khúc,2380.0
28/09/2020,1,2,1,84.0,Hà Đông,Khu đô thị mới Xa La,1300.0
28/09/2020,2,2,2,76.0,Hai Bà Trưng,Imperia Sky Garden,2800.0
28/09/2020,3,3,2,122.0,Hai Bà Trưng,Park 12 Park Hill - Times City,5800.0
28/09/2020,1,2,2,62.0,Hà Đông,Xuân Mai Complex,1180.0
28/09/2020,0,2,2,65.0,Thanh Xuân,Hà Nội Center Point,2340.0
28/09/2020,3,2,NULL,62.0,Cầu Giấy,Home City Trung Kính,2108.0
28/09/2020,0,2,2,85.0,Tây Hồ,Udic Westlake,3100.0
28/09/2020,4,3,2,92.0,Cầu Giấy,Dream Land Bonanza,3430.0
28/09/2020,2,3,2,95.0,Thanh Xuân,Imperial Plaza,2950.0
28/09/2020,0,2,NULL,71.0,Tây Hồ,Tây Hồ River View,NULL
28/09/2020,3,3,2,102.0,Cầu Giấy,A10-A14 Nam Trung Yên,NULL
28/09/2020,2,2,2,84.0,Thanh Xuân,Five Star Kim Giang,2600.0
28/09/2020,0,3,2,91.0,Bắc Từ Liêm,An Bình City,3100.0
28/09/2020,0,1,1,NULL,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1250.0
28/09/2020,2,2,NULL,60.0,Cầu Giấy,Vinhomes D'Capitale,2290.0
28/09/2020,1,NULL,NULL,68.0,Hà Đông,Khu đô thị mới Xa La,1100.0
28/09/2020,0,2,2,88.0,Tây Hồ,Ecolife Tây Hồ,2904.0
28/09/2020,2,2,2,76.0,Long Biên,Le Grand Jardin Sài Đồng,2000.0
28/09/2020,4,NULL,NULL,38.0,Cầu Giấy,Vinhomes D'Capitale,1500.0
28/09/2020,3,NULL,NULL,60.0,Đống Đa,Sông Hồng Park View,1800.0
28/09/2020,4,2,2,65.26,Hoàng Mai,VP6 Linh Đàm,1250.0
28/09/2020,4,2,NULL,45.0,Hoàng Mai,HH1 Linh Đàm,NULL
28/09/2020,2,2,2,82.0,Hai Bà Trưng,Imperia Sky Garden,3150.0
28/09/2020,1,2,2,68.0,Hoàng Mai,Green Park Trần Thủ Độ,1700.0
28/09/2020,3,1,NULL,58.0,Cầu Giấy,Chelsea Residences,NULL
28/09/2020,4,2,2,60.0,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),1180.0
28/09/2020,1,2,1,50.0,Long Biên,Le Grand Jardin Sài Đồng,1500.0
28/09/2020,0,NULL,NULL,NULL,Ba Đình,Vinhomes Metropolis - Liễu Giai,NULL
28/09/2020,3,3,2,84.0,Long Biên,Le Grand Jardin Sài Đồng,1500.0
28/09/2020,2,4,3,146.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,10900.0
28/09/2020,1,3,2,90.0,Bắc Từ Liêm,An Bình City,3100.0
28/09/2020,0,3,NULL,107.0,Hà Đông,Park View Residence,1800.0
28/09/2020,0,2,2,69.0,Thanh Xuân,Star Tower 283 Khương Trung,2200.0
28/09/2020,2,2,2,70.0,Thanh Trì,Chung cư IEC Tứ Hiệp,1100.0
28/09/2020,1,2,2,63.4,Gia Lâm,Vinhomes Ocean Park Gia Lâm,NULL
28/09/2020,0,4,NULL,170.0,Nam Từ Liêm,Vinhomes Skylake,9600.0
28/09/2020,1,3,3,146.0,Hà Đông,The Pride,2250.0
28/09/2020,1,3,2,95.0,Hà Đông,The Pride,1700.0
28/09/2020,2,2,2,83.0,Hà Đông,The Sparks,1400.0
28/09/2020,2,4,3,154.0,Tây Hồ,KĐT Tây Hồ Tây - Starlake Hà Nội,NULL
28/09/2020,2,2,2,94.0,Hà Đông,HP Landmark Tower,1800.0
28/09/2020,0,2,2,77.8,Thanh Xuân,Hà Nội Center Point,2900.0
28/09/2020,1,2,2,78.51,Bắc Từ Liêm,Goldmark City,2360.0
28/09/2020,2,3,2,118.1,Tây Hồ,Hoa Đào Hotel,3247.75
28/09/2020,3,2,NULL,77.0,Nam Từ Liêm,The Emerald,2400.0
28/09/2020,4,2,2,76.0,Thanh Xuân,GoldSeason,2700.0
28/09/2020,0,3,2,94.0,Hai Bà Trưng,Sunshine Garden,3150.0
28/09/2020,1,2,2,68.84,Long Biên,Hope Residence,1450.0
28/09/2020,3,2,2,67.0,Hoàng Mai,HH4 Linh Đàm,1260.0
28/09/2020,4,2,NULL,NULL,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1700.0
28/09/2020,3,2,NULL,84.0,Cầu Giấy,Khu đô thị Yên Hòa,2600.0
28/09/2020,0,2,2,74.0,Hoàng Mai,Gamuda City,2100.0
28/09/2020,4,2,2,66.9,Thanh Xuân,Chung cư 282 Nguyễn Huy Tưởng,1605.6000000000001
28/09/2020,2,2,2,75.8,Hai Bà Trưng,Imperia Sky Garden,3100.0
28/09/2020,1,3,NULL,94.0,Cầu Giấy,Khu đô thị Yên Hòa,2700.0
28/09/2020,0,3,2,98.0,Hai Bà Trưng,Sunshine Garden,3600.0
28/09/2020,3,3,NULL,128.0,Nam Từ Liêm,Golden Palace,3584.0
28/09/2020,3,2,2,75.0,Hoàng Mai,Chung cư Thông tấn xã Việt Nam,1900.0
28/09/2020,2,3,2,100.0,Thanh Xuân,Five Star Kim Giang,NULL
28/09/2020,0,3,2,97.0,Long Biên,Le Grand Jardin Sài Đồng,2700.0
28/09/2020,4,2,1,61.0,Hà Đông,Chung cư Sails Tower,950.0
28/09/2020,4,2,2,86.0,Hoàng Mai,Sunshine Palace,2350.0
28/09/2020,1,2,2,56.0,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),NULL
28/09/2020,3,2,NULL,84.4,Bắc Từ Liêm,Kosmo Tây Hồ,NULL
28/09/2020,4,3,2,112.0,Cầu Giấy,Chung cư 113 Trung Kính,2744.0
28/09/2020,2,3,3,168.0,Ba Đình,Chung cư D2 Giảng Võ,7980.0
28/09/2020,1,2,2,63.0,Long Biên,Eco City Việt Hưng,1800.0
28/09/2020,0,2,NULL,94.0,Ba Đình,Lancaster Hà Nội,6580.0
28/09/2020,1,3,3,146.0,Hà Đông,The Pride,2250.0
28/09/2020,1,2,2,76.0,Hoài Đức,Gemek Tower,1300.0
28/09/2020,1,2,1,67.16,Tây Hồ,Sunshine Riverside,2790.0
28/09/2020,0,3,NULL,112.0,Tây Hồ,KĐT Tây Hồ Tây - Starlake Hà Nội,NULL
28/09/2020,3,2,2,74.0,Hà Đông,Anland Lake View,1850.0
28/09/2020,1,3,2,168.0,Tây Hồ,Udic Westlake,5500.0
28/09/2020,1,3,2,109.0,Nam Từ Liêm,Thang Long Number One,3379.0
28/09/2020,0,2,2,62.7,Thanh Xuân,Mỹ Sơn Tower,1650.0
28/09/2020,2,3,2,100.0,Bắc Từ Liêm,Sunshine City,3600.0
28/09/2020,2,2,2,73.0,Hà Đông,Anland Lake View,NULL
28/09/2020,3,2,NULL,71.0,Long Biên,TSG Lotus Sài Đồng,1980.0
28/09/2020,1,3,2,123.7,Cầu Giấy,CT4 Vimeco II,3711.0
28/09/2020,3,1,1,31.0,Cầu Giấy,Khu đô thị Yên Hòa,600.0
28/09/2020,4,3,2,107.0,Bắc Từ Liêm,IA20 Ciputra,2782.0
28/09/2020,0,3,2,75.0,Gia Lâm,Vinhomes Ocean Park Gia Lâm,3150.0
28/09/2020,0,3,2,132.9,Nam Từ Liêm,Iris Garden,3750.0
28/09/2020,0,3,2,108.0,Tây Hồ,Tây Hồ Residence,4500.0
28/09/2020,3,3,2,113.0,Cầu Giấy,Indochina Plaza Hanoi,5000.0
28/09/2020,2,2,NULL,72.1,Cầu Giấy,A10-A14 Nam Trung Yên,2307.2
28/09/2020,2,3,2,103.0,Hai Bà Trưng,Times City,4100.0
28/09/2020,3,2,2,69.0,Thanh Xuân,Hei Tower,1932.0
28/09/2020,2,2,2,75.0,Hoài Đức,Gemek Tower,1250.0
28/09/2020,1,3,2,90.0,Nam Từ Liêm,Tây Hà Tower,2500.0
28/09/2020,3,3,2,145.0,Đống Đa,Sky City Towers-88 Láng Hạ,6000.0
28/09/2020,4,2,1,65.0,Cầu Giấy,A10-A14 Nam Trung Yên,NULL
28/09/2020,2,2,2,69.8,Hà Đông,Khu đô thị mới Xa La,980.0
28/09/2020,0,2,2,62.0,Hà Đông,Khu đô thị mới Xa La,960.0
28/09/2020,1,2,2,63.0,Hà Đông,Khu đô thị mới Xa La,920.0
28/09/2020,2,3,2,92.0,Bắc Từ Liêm,IA20 Ciputra,1932.0
28/09/2020,0,2,2,63.0,Hà Đông,Khu đô thị mới Xa La,1000.0
28/09/2020,0,2,1,61.2,Hà Đông,Chung cư Sails Tower,950.0
28/09/2020,3,2,2,76.21,Cầu Giấy,Cầu Giấy Center Point,2591.14
28/09/2020,3,NULL,NULL,63.0,Hà Đông,Khu đô thị mới Xa La,950.0
28/09/2020,2,2,NULL,63.0,Hoàng Mai,HH3 Linh Đàm,NULL
28/09/2020,4,3,2,106.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,4520.0
28/09/2020,2,3,2,112.0,Bắc Từ Liêm,An Bình City,NULL
28/09/2020,2,2,2,60.0,Hà Đông,Khu đô thị mới Xa La,870.0
28/09/2020,4,2,2,62.0,Hà Đông,Khu đô thị mới Xa La,950.0
28/09/2020,0,2,2,60.0,Thanh Trì,Chung cư Đại Thanh,870.0
28/09/2020,3,3,2,94.8,Cầu Giấy,A10-A14 Nam Trung Yên,NULL
28/09/2020,3,3,2,85.0,Bắc Từ Liêm,Khu đô thị mới Nghĩa Đô,2950.0
28/09/2020,1,NULL,NULL,60.0,Bắc Từ Liêm,Khu Ngoại Giao Đoàn,1560.0
28/09/2020,2,3,2,103.8,Tây Hồ,Ecolife Tây Hồ,3300.0
28/09/2020,1,2,2,70.0,Nam Từ Liêm,Mỹ Đình Plaza 2,2350.0
28/09/2020,3,2,2,83.0,Cầu Giấy,Mipec Rubik 360,3237.0
28/09/2020,2,2,2,72.5,Long Biên,Vinhomes Symphony Riverside,2632.0
28/09/2020,0,3,2,97.8,Hà Đông,New Skyline,2450.0
28/09/2020,1,3,1,64.0,Hoàng Mai,Khu đô thị mới Định Công,1472.0
28/09/2020,2,2,NULL,63.0,Cầu Giấy,Vimeco I - Phạm Hùng,1900.0
28/09/2020,1,3,2,126.0,Tây Hồ,Udic Westlake,5200.0
28/09/2020,4,3,2,110.0,Nam Từ Liêm,Vinhomes Gardenia,4250.0
28/09/2020,1,2,2,98.8,Cầu Giấy,Ha Do Park View,3260.4
28/09/2020,3,2,1,60.1,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1500.0
28/09/2020,0,2,2,79.0,Nam Từ Liêm,Mỹ Đình Plaza 2,2500.0
28/09/2020,2,3,2,105.0,Nam Từ Liêm,Khu đô thị Mỹ Đình II,2400.0
28/09/2020,4,2,2,66.8,Bắc Từ Liêm,Green Stars,1980.0
28/09/2020,1,2,NULL,80.0,Hai Bà Trưng,HDI Tower,7400.0
28/09/2020,1,3,NULL,122.0,Thanh Xuân,Thống Nhất Complex,NULL
28/09/2020,3,3,2,75.9,Hoàng Mai,Osaka Complex,1745.7
28/09/2020,0,4,NULL,133.0,Nam Từ Liêm,Vinhomes Skylake,6000.0
28/09/2020,0,3,2,135.0,Cầu Giấy,Chung cư Sông Đà 7,3105.0
28/09/2020,3,4,3,210.0,Hai Bà Trưng,Times City,10000.0
28/09/2020,2,NULL,NULL,130.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,8000.0
28/09/2020,2,2,NULL,58.5,Cầu Giấy,Khu đô thị Nam Trung Yên,1630.0
28/09/2020,3,2,2,103.0,Đống Đa,Chung cư 170 Đê La Thành - GP Building,3500.0
28/09/2020,1,3,2,112.0,Bắc Từ Liêm,An Bình City,3700.0
28/09/2020,2,3,2,103.7,Thanh Xuân,Hei Tower,3250.0
28/09/2020,1,NULL,NULL,NULL,Thạch Thất,Phenikaa Hòa Lạc,NULL
28/09/2020,1,2,2,25.0,Nam Từ Liêm,Vinhomes Green Bay Mễ Trì,950.0
28/09/2020,1,2,1,67.16,Tây Hồ,Sunshine Riverside,2700.0
28/09/2020,0,NULL,NULL,65.7,Thạch Thất,Phenikaa Hòa Lạc,867.24
28/09/2020,0,2,2,74.0,Hà Đông,Anland Lake View,1900.0
28/09/2020,3,3,2,92.0,Nam Từ Liêm,Vinhomes Green Bay Mễ Trì,4100.0
28/09/2020,0,3,2,168.0,Tây Hồ,Five Star Westlake,8710.0
28/09/2020,2,3,2,134.0,Nam Từ Liêm,Khu đô thị Mỹ Đình Sông Đà - Sudico,3082.0
28/09/2020,3,2,NULL,87.0,Nam Từ Liêm,Golden Palace,2479.5
28/09/2020,2,3,2,116.0,Bắc Từ Liêm,Goldmark City,3311.0
28/09/2020,2,3,2,98.0,Thanh Xuân,C3 Tower - Golden Palace,3332.0
28/09/2020,2,2,2,67.0,Hà Đông,PCC1 Complex,1350.0
28/09/2020,3,3,2,94.42,Long Biên,Hà Nội Homeland,2200.0
28/09/2020,0,2,NULL,80.0,Nam Từ Liêm,Vinhomes Gardenia,2900.0
28/09/2020,2,2,2,66.0,Hà Đông,Xuân Mai Complex,1180.0
28/09/2020,3,3,2,118.0,Thanh Xuân,Imperia Garden,4300.0
28/09/2020,4,3,2,100.0,Nam Từ Liêm,Vinhomes West Point,3700.0
28/09/2020,2,2,2,72.0,Hà Đông,Park View Residence,1400.0
28/09/2020,0,2,2,75.0,Nam Từ Liêm,Vinhomes West Point,3000.0
28/09/2020,4,2,1,72.0,Hà Đông,Khu đô thị mới Văn Quán,1630.0
28/09/2020,0,NULL,NULL,151.0,Thanh Xuân,Stellar Garden,4600.0
28/09/2020,3,2,2,83.0,Đống Đa,MIPEC Towers,3000.0
28/09/2020,1,2,2,96.0,Nam Từ Liêm,Khu đô thị Mỹ Đình I,1800.0
28/09/2020,3,2,2,92.0,Thanh Xuân,Stellar Garden,2600.0
28/09/2020,1,1,1,43.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,1225.0
28/09/2020,3,2,2,62.4,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1760.0
28/09/2020,4,4,2,133.7,Bắc Từ Liêm,Nhà ở cho cán bộ chiến sỹ Bộ Công an,3449.4599999999996
28/09/2020,2,2,2,98.7,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),2550.0
28/09/2020,1,2,2,81.5,Hà Đông,Anland Lake View,1900.0
28/09/2020,1,3,2,133.0,Đống Đa,Chung cư M5 Nguyễn Chí Thanh,3700.0
28/09/2020,0,2,2,70.0,Hà Đông,Khu đô thị Kiến Hưng,930.0
28/09/2020,0,2,2,67.0,Thanh Trì,Eco Green City,1900.0
28/09/2020,1,2,2,80.0,Ba Đình,Vinhomes Metropolis - Liễu Giai,5000.0
28/09/2020,2,3,2,82.0,Thanh Xuân,Hà Nội Center Point,3034.0
28/09/2020,2,3,2,116.94,Nam Từ Liêm,Thang Long Number One,4092.9
28/09/2020,2,3,2,128.0,Cầu Giấy,Chelsea Park,3860.0
28/09/2020,0,3,2,148.0,Cầu Giấy,Tòa nhà Vinaconex 1,3330.0
28/09/2020,2,3,3,152.0,Cầu Giấy,N05 - KDT Đông Nam Trần Duy Hưng,4256.0
28/09/2020,0,3,NULL,137.1,Đống Đa,Vinhomes Nguyễn Chí Thanh,8000.0
28/09/2020,4,3,2,120.8,Ba Đình,Lancaster Hà Nội,9300.0
28/09/2020,4,2,2,78.0,Nam Từ Liêm,Roman Plaza,2700.0
28/09/2020,3,2,NULL,112.0,Đống Đa,Sky City Towers-88 Láng Hạ,NULL
28/09/2020,3,3,2,126.0,Thanh Xuân,Diamond Flower Tower,5292.0
28/09/2020,3,3,2,145.5,Đống Đa,Sky City Towers-88 Láng Hạ,NULL
28/09/2020,0,3,2,127.8,Thanh Xuân,Times Tower - HACC1 Complex Building,4281.3
28/09/2020,1,3,NULL,148.0,Cầu Giấy,Tòa nhà Vinaconex 1,3108.0
28/09/2020,2,3,3,152.0,Cầu Giấy,N05 - KDT Đông Nam Trần Duy Hưng,4408.0
28/09/2020,4,2,2,71.22,Thanh Xuân,Khu nhà ở 90 Nguyễn Tuân,2200.0
28/09/2020,1,3,2,83.0,Bắc Từ Liêm,An Bình City,2750.0
28/09/2020,4,3,NULL,101.0,Cầu Giấy,CT4 Vimeco II,3333.0
28/09/2020,1,3,2,139.0,Đống Đa,Sky City Towers-88 Láng Hạ,NULL
28/09/2020,2,4,2,148.2,Cầu Giấy,CT4 Vimeco II,4890.599999999999
28/09/2020,1,3,2,132.9,Nam Từ Liêm,Iris Garden,3800.0
28/09/2020,3,3,NULL,75.0,Gia Lâm,Vinhomes Ocean Park Gia Lâm,NULL
28/09/2020,1,4,2,153.0,Tây Hồ,Khu đô thị Nam Thăng Long - Ciputra,4300.0
28/09/2020,4,2,2,70.0,Nam Từ Liêm,FLC Complex 36 Phạm Hùng,1550.0
28/09/2020,4,3,2,83.4,Long Biên,Eco City Việt Hưng,2100.0
28/09/2020,1,2,2,74.5,Bắc Từ Liêm,Nhà ở cho cán bộ chiến sỹ Bộ Công an,2200.0
28/09/2020,2,2,2,70.0,Nam Từ Liêm,Nhà ở xã hội Trung Văn,NULL
28/09/2020,0,2,2,78.86,Thanh Xuân,Việt Đức Complex,2750.0
28/09/2020,3,2,2,74.33,Thanh Trì,Eco Green City,2000.0
28/09/2020,4,3,2,106.0,Thanh Xuân,Legend Tower 109 Nguyễn Tuân,4346.0
28/09/2020,4,3,2,144.0,Đống Đa,Sky City Towers-88 Láng Hạ,NULL
28/09/2020,1,3,3,152.0,Cầu Giấy,N05 - KDT Đông Nam Trần Duy Hưng,4104.0
28/09/2020,2,2,2,70.0,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1900.0
28/09/2020,4,3,2,120.0,Thanh Xuân,Fafilm - VNT Tower,3200.0
28/09/2020,2,3,2,98.0,Thanh Xuân,Handi Resco Lê Văn Lương,3150.0
28/09/2020,1,3,2,105.0,Cầu Giấy,Vimeco I - Phạm Hùng,2900.0
28/09/2020,0,3,2,119.0,Nam Từ Liêm,Vinhomes Gardenia,NULL
28/09/2020,2,4,4,182.0,Tây Hồ,Khu đô thị Nam Thăng Long - Ciputra,6000.0
28/09/2020,2,3,2,110.62,Bắc Từ Liêm,Goldmark City,2900.0
28/09/2020,4,2,2,73.0,Nam Từ Liêm,Mỹ Đình Pearl,NULL
28/09/2020,2,2,NULL,113.24,Cầu Giấy,D’. Palais De Louis - Nguyễn Văn Huyên,18000.0
28/09/2020,0,3,2,139.0,Bắc Từ Liêm,Goldmark City,3600.0
28/09/2020,1,2,2,73.59,Thanh Xuân,GoldSeason,2400.0
28/09/2020,0,3,2,94.4,Long Biên,Khu đô thị Sài Đồng,2100.0
28/09/2020,2,2,2,93.0,Cầu Giấy,Indochina Plaza Hanoi,4150.0
28/09/2020,2,2,2,72.1,Cầu Giấy,A10-A14 Nam Trung Yên,2307.2
28/09/2020,2,2,2,80.0,Cầu Giấy,CC1 Hà Đô Parkside,3100.0
28/09/2020,0,NULL,NULL,84.0,Tây Hồ,Udic Westlake,NULL
28/09/2020,2,3,2,145.0,Tây Hồ,Khu đô thị Nam Thăng Long - Ciputra,3700.0
28/09/2020,1,3,2,123.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,5500.0
28/09/2020,4,2,2,74.7,Tây Hồ,Tây Hồ Residence,2750.0
28/09/2020,1,NULL,NULL,28.0,Gia Lâm,Vinhomes Ocean Park Gia Lâm,899.0
28/09/2020,3,2,1,55.0,Hà Đông,Xuân Mai Complex,1080.0
28/09/2020,4,2,2,63.0,Hà Đông,Xuân Mai Complex,1240.0
28/09/2020,4,3,NULL,146.0,Tây Hồ,D’. Le Roi Soleil - Quảng An,6700.0
28/09/2020,0,3,NULL,109.0,Nam Từ Liêm,Vinhomes Gardenia,5400.0
28/09/2020,3,3,2,138.79,Bắc Từ Liêm,N04B Ngoại Giao Đoàn,4000.0
28/09/2020,0,3,NULL,162.0,Cầu Giấy,Khu đô thị Trung Hòa - Nhân Chính,4374.0
28/09/2020,2,3,2,112.0,Bắc Từ Liêm,An Bình City,3900.0
28/09/2020,1,3,2,139.0,Bắc Từ Liêm,Goldmark City,NULL
28/09/2020,3,3,2,114.0,Bắc Từ Liêm,Goldmark City,3300.0
28/09/2020,0,3,3,124.0,Nam Từ Liêm,The Sun Mễ Trì,3700.0
28/09/2020,2,2,2,123.0,Đống Đa,Toà nhà 27 Huỳnh Thúc Kháng,3997.5
28/09/2020,2,3,2,130.0,Đống Đa,Chung cư M3 - M4 Nguyễn Chí Thanh,4200.0
28/09/2020,1,3,2,79.9,Gia Lâm,Vinhomes Ocean Park Gia Lâm,2300.0
28/09/2020,4,3,2,110.0,Thanh Xuân,GoldSeason,3300.0
28/09/2020,1,3,2,117.0,Đống Đa,Chung cư M3 - M4 Nguyễn Chí Thanh,3550.0
28/09/2020,3,4,3,160.0,Bắc Từ Liêm,Goldmark City,3500.0
28/09/2020,1,2,2,88.0,Hai Bà Trưng,Times City,3080.0
28/09/2020,1,2,2,66.8,Bắc Từ Liêm,Green Stars,2150.0
28/09/2020,0,3,2,106.0,Hai Bà Trưng,Times City,4300.0
28/09/2020,4,3,2,110.0,Thanh Xuân,GoldSeason,3300.0
28/09/2020,1,3,2,102.0,Bắc Từ Liêm,Green Stars,3100.0
28/09/2020,2,2,2,93.0,Cầu Giấy,Indochina Plaza Hanoi,4150.0
28/09/2020,4,2,2,79.0,Hai Bà Trưng,Vinhomes Times City - Park Hill,3100.0
28/09/2020,2,3,2,86.2,Tây Hồ,Tây Hồ Residence,3940.0
28/09/2020,4,3,2,110.0,Thanh Xuân,GoldSeason,3300.0
28/09/2020,0,2,2,56.0,Hà Đông,SDU - 143 Trần Phú,1250.0
28/09/2020,0,3,2,107.0,Hà Đông,Hồ Gươm Plaza,2500.0
28/09/2020,0,2,2,63.0,Hoàng Mai,HH3 Linh Đàm,1150.0
28/09/2020,3,3,2,114.0,Bắc Từ Liêm,Goldmark City,3300.0
28/09/2020,4,3,2,82.7,Bắc Từ Liêm,An Bình City,3080.0
28/09/2020,1,2,NULL,NULL,Long Biên,HC Golden City,2500.0
28/09/2020,0,3,2,73.0,Nam Từ Liêm,Vinhomes Gardenia,3000.0
28/09/2020,4,4,3,145.0,Nam Từ Liêm,Vinhomes West Point,5800.0
28/09/2020,1,3,2,92.0,Long Biên,TSG Lotus Sài Đồng,2254.0
28/09/2020,1,3,2,113.0,Thanh Xuân,Stellar Garden,3750.0
28/09/2020,2,3,2,110.0,Cầu Giấy,Vinhomes D'Capitale,4800.0
28/09/2020,1,1,1,46.5,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1400.0
28/09/2020,0,3,2,108.94,Long Biên,Khu đô thị Sài Đồng,2800.0
28/09/2020,4,3,2,106.81,Thanh Trì,Chung cư Viện 103,1800.0
28/09/2020,1,2,NULL,100.0,Cầu Giấy,Chelsea Park,2800.0
28/09/2020,0,3,2,75.0,Nam Từ Liêm,Vinhomes Smart City Đại Mỗ,2400.0
28/09/2020,2,2,2,70.0,Hoài Đức,THT New City,1000.0
28/09/2020,4,3,2,96.0,Nam Từ Liêm,Khu đô thị Mỹ Đình Sông Đà - Sudico,2550.0
28/09/2020,0,2,2,75.0,Hoài Đức,Gemek Tower,1300.0
28/09/2020,1,3,2,106.0,Nam Từ Liêm,Vinhomes Gardenia,3700.0
28/09/2020,0,2,2,56.2,Hoàng Mai,Khu đô thị Kim Văn - Kim Lũ (Golden Silk),1150.0
09/09/2020,0,2,1,59.0,Gia Lâm,Vinhomes Ocean Park Gia Lâm,1850.0
28/09/2020,0,2,NULL,87.4,Tây Hồ,6th Element,3150.0
28/09/2020,3,2,2,75.0,Hoàng Mai,Eco Lake View,1900.0
28/09/2020,4,3,2,103.0,Bắc Từ Liêm,Goldmark City,3090.0
28/09/2020,1,2,2,70.0,Hà Đông,Khu đô thị mới Xa La,1080.0
28/09/2020,4,3,NULL,112.5,Bắc Từ Liêm,Sunshine City,4100.0
28/09/2020,0,3,2,132.0,Nam Từ Liêm,Khu đô thị Mỹ Đình Sông Đà - Sudico,3036.0
28/09/2020,3,2,2,60.0,Đông Anh,Intracom Riverside,1300.0
28/09/2020,0,2,1,55.0,Hà Đông,Xuân Mai Sparks Tower,1060.0
28/09/2020,1,3,2,100.0,Bắc Từ Liêm,Goldmark City,2800.0
28/09/2020,2,3,2,102.0,Nam Từ Liêm,Vinhomes Skylake,4900.0
28/09/2020,0,3,2,101.7,Nam Từ Liêm,The Emerald,3600.0
28/09/2020,2,2,NULL,88.0,Thanh Xuân,Royal City,3600.0
28/09/2020,3,2,2,60.0,Nam Từ Liêm,Iris Garden,1850.0
28/09/2020,4,2,NULL,60.0,Cầu Giấy,Khu đô thị Trung Yên,2200.0
28/09/2020,4,2,2,83.0,Đan Phượng,Khu đô thị mới Tân Tây Đô,960.0
28/09/2020,2,3,NULL,87.0,Cầu Giấy,Tràng An Complex,3550.0
28/09/2020,4,2,1,53.0,Long Biên,Khu đô thị Sài Đồng,1500.0
28/09/2020,4,3,2,121.5,Bắc Từ Liêm,N01-T5 Ngoại Giao Đoàn,4313.25
28/09/2020,1,2,2,72.0,Hà Đông,Park View Residence,1400.0
28/09/2020,1,3,2,133.65,Bắc Từ Liêm,N01-T8 Ngoại Giao Đoàn,4945.05
28/09/2020,0,2,2,90.0,Thanh Xuân,Royal City,NULL
28/09/2020,4,2,2,78.8,Thanh Xuân,Việt Đức Complex,2600.0
28/09/2020,3,3,NULL,168.1,Tây Hồ,Udic Westlake,5379.2
28/09/2020,1,3,2,100.0,Hoài Đức,Thăng Long Capital,1800.0
28/09/2020,3,2,2,133.0,Bắc Từ Liêm,N03-T5 Ngoại Giao Đoàn,4250.0
28/09/2020,4,4,3,168.99,Bắc Từ Liêm,Goldmark City,4667.0
28/09/2020,3,3,2,110.0,Thanh Xuân,GoldSeason,3300.0
28/09/2020,4,3,2,130.0,Thanh Xuân,Golden Land,4300.0
28/09/2020,1,4,2,132.0,Nam Từ Liêm,Khu đô thị Mỹ Đình Sông Đà - Sudico,3300.0
